,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,marital_status,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,age,job_satisfaction,monthly_income
1308,no,travel_rarely,sales,2,4,marketing,1835,2,female,1,2, sales representative ,married,2,yes,20,4,1,2,20,4,2,4,2,0,3.0,38,4,5405.0
1309,no,travel_rarely,sales,10,3,medical,1836,3,male,3,2, sales executive ,single,1,no,13,3,1,0,5,4,3,5,3,1,2.0,26,4,4684.0
1310,no,travel_frequently,research & development,15,4,life sciences,1837,1,male,3,4, research director ,married,2,yes,14,3,2,0,23,3,3,2,2,2,2.0,58,3,15787.0
1311,no,non-travel,research & development,14,3,medical,1839,2,female,3,1, research scientist ,single,1,no,16,3,3,0,0,4,1,0,0,0,0.0,18,3,1514.0
1312,yes,travel_rarely,human resources,18,5,other,1842,4,male,4,1, human resources ,married,0,no,17,3,3,0,2,4,3,1,0,0,0.0,31,1,2956.0
1313,yes,travel_rarely,human resources,13,3,human resources,1844,1,male,2,1, human resources ,divorced,4,yes,15,3,4,3,4,3,3,2,2,2,0.0,29,3,2335.0
1314,no,non-travel,sales,2,4,life sciences,1845,3,female,3,2, sales executive ,married,4,no,22,4,2,2,10,3,4,8,7,5,3.0,45,3,5154.0
1315,no,travel_rarely,research & development,2,4,other,1847,4,female,3,2, research scientist ,married,4,yes,22,4,4,1,15,2,3,1,0,0,0.0,36,2,6962.0
1316,no,travel_frequently,sales,2,4,life sciences,1849,1,male,3,2, sales executive ,married,1,no,20,4,3,1,7,5,3,7,7,7,7.0,39,4,5675.0
1317,no,travel_frequently,research & development,5,2,life sciences,1850,4,female,3,1, laboratory technician ,single,0,yes,14,3,3,0,6,3,2,5,4,0,3.0,27,4,2379.0
1318,no,travel_frequently,research & development,20,1,medical,1852,4,male,3,1, laboratory technician ,married,1,no,13,3,2,0,11,3,4,11,8,3,3.0,29,4,3812.0
1319,no,travel_frequently,sales,10,4,marketing,1853,4,male,3,2, sales executive ,single,8,no,13,3,3,0,4,2,4,0,0,0,0.0,32,4,4648.0
1320,no,non-travel,research & development,10,4,technical degree,1854,3,male,3,1, research scientist ,unknown,3,no,22,4,2,2,10,1,2,6,3,3,3.0,42,3,2936.0
1321,no,travel_rarely,research & development,9,4,other,1856,2,female,3,1, laboratory technician ,single,4,no,12,3,3,0,7,2,3,2,2,2,0.0,47,3,2105.0
1322,no,travel_rarely,research & development,2,2,life sciences,1857,4,male,3,3, manufacturing director ,divorced,3,no,14,3,3,1,12,4,2,9,8,4,7.0,46,4,8578.0
1323,no,non-travel,human resources,1,2,life sciences,1858,3,male,3,1, human resources ,divorced,1,no,15,3,2,1,3,2,3,3,2,2,3.0,28,4,2706.0
1324,no,travel_rarely,research & development,29,1,life sciences,1859,4,male,1,2, healthcare representative ,divorced,8,no,17,3,4,2,11,3,3,7,0,1,6.0,29,3,6384.0
1325,no,travel_rarely,research & development,8,3,life sciences,1860,4,male,3,1, laboratory technician ,unknown,4,no,13,3,4,0,8,3,3,0,0,0,0.0,33,3,3968.0
1326,yes,travel_rarely,sales,2,4,marketing,1862,3,male,2,2, sales executive ,unknown,7,yes,12,3,3,0,7,3,2,2,2,2,2.0,32,2,9907.0
1327,no,travel_rarely,sales,3,3,technical degree,1863,1,female,4,4, sales executive ,divorced,2,no,12,3,4,1,25,5,3,19,17,2,8.0,46,1,13225.0
1328,no,travel_rarely,sales,23,1,medical,1864,2,female,2,2, sales representative ,married,1,no,21,4,4,1,9,5,3,9,8,5,8.0,27,3,3540.0
1329,no,travel_rarely,human resources,6,1,medical,1865,4,male,2,1, human resources ,married,1,no,11,3,4,0,1,3,3,1,0,0,0.0,29,2,2804.0
1330,no,travel_rarely,research & development,6,3,medical,1866,1,female,2,5, manager ,unknown,7,no,13,3,4,0,21,2,3,16,12,6,3.0,43,3,19392.0
1331,no,travel_rarely,research & development,10,3,life sciences,1867,4,male,2,5, research director ,married,4,no,12,3,4,0,29,3,3,22,10,12,9.0,48,2,19665.0
1332,yes,travel_frequently,research & development,24,2,life sciences,1868,4,male,2,1, research scientist ,single,1,yes,24,4,2,0,1,3,2,1,0,1,0.0,29,4,2439.0
1333,yes,travel_rarely,sales,10,3,life sciences,1869,3,female,3,3, sales executive ,married,5,no,21,4,3,3,14,2,3,8,7,0,3.0,46,2,7314.0
1334,no,travel_frequently,research & development,15,3,life sciences,1870,4,female,2,1, research scientist ,married,0,no,19,3,4,1,8,2,2,7,6,7,3.0,27,1,4774.0
1335,no,travel_rarely,research & development,19,4,other,1871,4,male,3,2, research scientist ,unknown,8,no,14,3,2,3,7,2,3,2,2,2,2.0,39,4,3902.0
1336,no,travel_rarely,research & development,2,4,technical degree,1873,2,male,2,1, research scientist ,married,8,no,20,4,2,1,19,2,4,5,2,0,4.0,55,4,2662.0
1337,no,travel_rarely,sales,3,3,medical,1875,2,female,3,1, sales representative ,married,1,no,19,3,4,1,1,3,3,1,0,0,3.0,28,2,2856.0
1338,yes,travel_rarely,sales,9,3,medical,1876,2,male,3,1, sales representative ,single,1,no,13,3,3,0,1,3,2,1,0,0,3.0,30,4,1081.0
1339,yes,travel_rarely,research & development,7,1,life sciences,1878,4,male,3,1, research scientist ,single,1,yes,23,4,1,0,1,2,3,1,0,0,0.0,22,2,2472.0
1340,no,travel_rarely,sales,10,4,technical degree,1880,2,female,2,2, sales executive ,married,1,yes,13,3,1,1,10,4,3,10,9,1,7.0,36,3,5673.0
1341,no,travel_rarely,research & development,20,3,life sciences,1881,2,male,3,2, laboratory technician ,divorced,1,no,11,3,1,1,10,2,3,10,8,0,2.0,31,3,4197.0
1342,no,travel_rarely,sales,4,3,life sciences,1882,3,male,3,3, sales executive ,married,2,yes,13,3,4,3,9,3,3,5,3,1,0.0,34,4,9713.0
1343,no,travel_rarely,research & development,7,3,life sciences,1883,4,male,3,1, laboratory technician ,single,3,no,14,3,2,0,11,0,3,3,2,1,2.0,29,1,2062.0
1344,no,travel_rarely,research & development,7,4,medical,1885,4,male,3,2, research scientist ,married,5,yes,22,4,3,1,16,2,3,5,3,0,4.0,37,1,4284.0
1345,no,travel_rarely,research & development,16,2,other,1886,4,female,2,2, manufacturing director ,married,0,yes,11,3,4,0,4,2,3,3,2,0,2.0,36,2,4788.0
1346,no,non-travel,research & development,25,2,life sciences,1888,2,female,2,2, manufacturing director ,married,0,no,13,3,4,2,10,2,2,9,8,3,3.0,45,4,5906.0
1347,no,travel_frequently,human resources,2,1,human resources,1890,2,male,2,2, human resources ,single,1,no,21,4,4,0,10,2,2,10,1,0,8.0,36,4,3886.0
1348,no,travel_rarely,research & development,1,4,life sciences,1892,1,male,3,4, manager ,unknown,2,no,11,3,1,1,22,3,3,19,7,11,3.0,40,1,16823.0
1349,no,travel_rarely,research & development,1,2,life sciences,1893,2,female,2,1, research scientist ,unknown,1,yes,13,3,3,1,1,3,2,1,0,1,0.0,26,3,2933.0
1350,no,travel_rarely,sales,2,2,other,1898,1,female,4,2, sales executive ,single,0,no,14,3,2,0,9,5,2,8,7,0,7.0,27,3,6500.0
1351,no,travel_frequently,research & development,22,3,medical,1900,4,female,3,4, manager ,divorced,3,no,11,3,2,1,24,3,3,22,17,4,7.0,48,4,17174.0
1352,no,travel_rarely,research & development,1,4,life sciences,1903,2,male,4,2, healthcare representative ,married,2,no,15,3,4,1,10,5,3,2,0,2,2.0,44,1,5033.0
1353,yes,non-travel,unknown,16,4,technical degree,1905,4,male,1,1, research scientist ,unknown,1,yes,23,4,2,1,5,2,3,5,2,3,0.0,34,1,2307.0
1354,yes,non-travel,research & development,24,2,life sciences,1907,1,male,3,1, laboratory technician ,single,1,no,16,3,4,0,5,3,3,4,2,1,0.0,56,4,2587.0
1355,no,travel_rarely,sales,17,2,marketing,1908,3,male,2,2, sales executive ,married,2,no,16,3,3,2,12,1,1,4,2,1,3.0,36,2,5507.0
1356,no,travel_rarely,sales,8,3,marketing,1909,3,female,3,2, sales executive ,unknown,5,no,21,4,3,1,14,0,3,5,4,1,4.0,41,2,4393.0
1357,no,travel_rarely,research & development,6,3,medical,1911,3,male,3,3, research director ,unknown,9,no,13,3,2,1,18,3,4,13,7,5,7.0,42,1,13348.0
1358,no,travel_rarely,sales,10,2,medical,1912,3,female,3,2, sales executive ,divorced,2,yes,11,3,4,1,8,2,3,5,2,1,4.0,31,4,6583.0
1359,no,travel_rarely,sales,3,1,medical,1915,4,female,2,2, sales executive ,married,3,yes,12,3,3,0,9,3,2,4,2,0,1.0,34,2,8103.0
1360,no,travel_rarely,research & development,4,3,medical,1916,1,female,4,1, laboratory technician ,divorced,8,no,12,3,2,1,4,0,2,2,2,2,2.0,31,3,3978.0
1361,no,travel_frequently,research & development,6,3,other,1918,3,male,4,1, laboratory technician ,married,0,no,18,3,1,1,8,3,3,7,7,7,7.0,26,4,2544.0
1362,no,travel_frequently,research & development,1,4,medical,1922,2,male,3,2, healthcare representative ,single,4,no,12,3,3,0,12,3,3,4,2,0,3.0,45,3,5399.0
1363,no,non-travel,sales,10,4,marketing,1924,2,male,3,2, sales executive ,single,1,no,14,3,2,0,10,2,2,10,4,0,9.0,33,3,5487.0
1364,no,travel_frequently,sales,1,2,life sciences,1927,3,male,2,2, sales executive ,unknown,1,yes,12,3,3,1,7,2,3,7,7,0,7.0,28,4,6834.0
1365,yes,travel_frequently,sales,24,3,technical degree,1928,3,male,4,1, sales representative ,single,1,no,17,3,4,0,1,3,3,1,0,0,3.0,29,1,1091.0
1366,no,non-travel,sales,21,4,life sciences,1929,1,female,1,2, sales executive ,married,6,no,19,3,3,1,10,1,3,3,2,1,2.0,39,3,5736.0
1367,no,travel_rarely,research & development,2,4,technical degree,1931,2,male,3,1, research scientist ,married,1,no,11,3,3,1,6,3,2,5,3,1,2.0,27,2,2226.0
1368,no,travel_frequently,research & development,22,4,other,1932,3,male,2,2, research scientist ,married,1,yes,15,3,2,0,16,3,3,15,10,6,11.0,34,4,5747.0
1369,yes,travel_rarely,sales,13,2,other,1933,4,female,3,2, sales executive ,single,3,yes,11,3,4,0,6,0,3,2,0,2,2.0,28,3,9854.0
1370,no,non-travel,unknown,14,4,technical degree,1934,3,male,3,2, research scientist ,married,8,no,18,3,3,1,16,4,4,8,7,1,3.0,47,2,5467.0
1371,no,travel_rarely,sales,11,5,other,1935,4,female,2,2, sales executive ,married,4,no,16,3,3,1,6,3,3,0,0,0,0.0,56,1,5380.0
1372,no,non-travel,research & development,9,2,medical,1936,1,male,3,2, manufacturing director ,married,1,no,25,4,4,1,10,3,3,10,0,7,9.0,39,1,5151.0
1373,no,travel_frequently,research & development,8,3,medical,1937,4,female,2,2, research scientist ,divorced,1,yes,16,3,3,1,20,3,3,20,11,0,7.0,38,2,2133.0
1374,no,travel_rarely,sales,21,3,life sciences,1938,4,female,3,4, manager ,married,4,yes,13,3,3,1,29,2,2,1,0,0,0.0,33,4,17875.0
1375,yes,travel_frequently,research & development,5,2,life sciences,1939,1,female,4,1, research scientist ,single,3,yes,14,3,1,0,8,2,3,4,1,0,3.0,32,3,2432.0
1376,no,travel_rarely,research & development,9,2,life sciences,1940,2,male,3,1, research scientist ,divorced,2,no,19,3,4,2,10,0,4,5,2,0,3.0,38,4,4771.0
1377,no,travel_frequently,research & development,2,1,life sciences,1941,2,male,3,5, research director ,married,3,no,15,3,4,0,28,3,3,5,4,4,3.0,49,4,19161.0
1378,no,travel_rarely,sales,12,4,marketing,1943,2,male,3,2, sales executive ,divorced,3,yes,12,3,3,2,14,4,3,0,0,0,0.0,42,4,5087.0
1379,yes,travel_frequently,human resources,22,3,other,1944,1,female,2,1, human resources ,married,1,no,12,3,1,0,1,2,3,1,0,0,0.0,27,2,2863.0
1380,no,travel_rarely,sales,18,4,medical,1945,2,male,3,2, sales executive ,married,0,no,16,3,4,1,6,2,1,5,3,0,4.0,35,1,5561.0
1381,no,non-travel,research & development,16,3,medical,1947,3,male,3,1, research scientist ,single,1,no,14,3,3,0,5,3,2,5,3,1,4.0,28,3,2144.0
1382,no,non-travel,research & development,3,2,medical,1948,3,male,3,1, research scientist ,divorced,1,yes,13,3,4,1,4,3,4,4,2,2,3.0,31,1,3065.0
1383,no,non-travel,research & development,9,4,life sciences,1949,1,male,4,1, laboratory technician ,married,1,no,22,4,2,0,5,3,3,5,4,0,2.0,36,2,2810.0
1384,no,travel_rarely,sales,1,3,marketing,1950,1,male,3,3, sales executive ,single,1,no,21,4,1,0,14,3,2,14,8,2,1.0,34,4,9888.0
1385,no,travel_rarely,sales,13,4,medical,1951,4,male,3,3, sales executive ,divorced,1,no,18,3,3,1,9,2,2,8,7,1,3.0,34,3,8628.0
1386,no,travel_rarely,research & development,1,3,medical,1952,3,male,3,1, laboratory technician ,unknown,0,no,13,3,4,0,8,6,2,7,7,7,6.0,26,1,2867.0
1387,no,travel_rarely,research & development,1,3,life sciences,1954,1,male,3,2, healthcare representative ,married,0,no,12,3,1,1,6,5,2,5,3,0,2.0,29,2,5373.0
1388,no,non-travel,research & development,15,4,medical,1955,3,female,3,2, healthcare representative ,divorced,5,no,18,3,2,1,9,6,3,5,1,1,3.0,32,4,6667.0
1389,no,travel_frequently,research & development,1,3,life sciences,1956,4,male,1,2, research scientist ,married,1,no,21,4,2,0,10,6,3,10,8,8,3.0,31,1,5003.0
1390,yes,travel_rarely,research & development,17,3,technical degree,1960,3,male,2,1, laboratory technician ,divorced,5,no,12,3,1,1,6,2,2,4,1,0,3.0,28,4,2367.0
1391,no,travel_rarely,sales,1,3,life sciences,1961,1,male,2,1, sales representative ,single,4,no,14,3,1,0,20,0,2,1,0,0,0.0,38,1,2858.0
1392,no,non-travel,sales,7,4,life sciences,1962,3,female,3,2, sales executive ,married,1,yes,11,3,4,0,10,2,3,10,8,0,9.0,35,4,5204.0
1393,no,travel_rarely,sales,9,3,marketing,1965,4,male,3,2, sales executive ,single,1,no,14,3,1,0,7,5,3,7,7,0,7.0,27,4,4105.0
1394,no,travel_rarely,research & development,5,4,other,1966,4,male,2,2, manufacturing director ,single,8,no,24,4,2,0,8,1,3,1,0,0,0.0,32,4,9679.0
1395,yes,travel_frequently,sales,26,4,marketing,1967,1,male,3,2, sales executive ,married,1,yes,11,3,3,0,10,4,3,10,7,0,8.0,31,4,5617.0
1396,yes,travel_rarely,sales,24,4,life sciences,1968,1,male,3,3, sales executive ,single,6,yes,13,3,2,0,15,2,2,2,2,2,2.0,53,1,10448.0
1397,no,travel_rarely,research & development,9,2,life sciences,1969,1,female,3,2, research scientist ,married,3,no,11,3,3,2,9,6,2,4,3,2,3.0,54,3,2897.0
1398,no,travel_frequently,research & development,7,2,life sciences,1970,4,male,3,2, healthcare representative ,divorced,1,no,20,4,3,3,9,2,3,9,7,2,3.0,33,3,5968.0
1399,no,travel_rarely,research & development,11,3,life sciences,1971,1,male,3,3, healthcare representative ,married,1,no,17,3,2,1,10,1,3,10,9,0,9.0,43,3,7510.0
1400,no,travel_frequently,human resources,1,4,other,1972,4,male,3,1, human resources ,married,0,yes,11,3,2,1,7,2,3,6,2,1,2.0,38,2,2991.0
1401,no,travel_rarely,human resources,26,4,human resources,1973,3,male,4,5, manager ,married,4,yes,18,3,1,1,35,0,3,10,9,1,4.0,55,2,19636.0
1402,no,travel_rarely,research & development,2,1,medical,1974,4,female,1,1, laboratory technician ,unknown,1,yes,11,3,3,3,1,4,3,1,0,0,0.0,31,4,1129.0
1403,no,travel_rarely,sales,15,4,marketing,1975,2,male,3,4, sales executive ,single,0,no,12,3,1,0,21,3,3,20,8,11,10.0,39,1,13341.0
1404,no,non-travel,research & development,23,2,life sciences,1976,4,male,2,2, research scientist ,single,1,no,12,3,4,0,20,2,3,20,9,3,7.0,42,3,4332.0
1405,no,non-travel,research & development,10,3,medical,1979,3,female,3,3, research director ,married,4,no,20,4,3,1,13,2,4,11,7,4,8.0,31,3,11031.0
1406,no,travel_rarely,research & development,10,3,medical,1980,3,female,3,2, manufacturing director ,single,6,yes,19,3,4,0,9,0,3,5,2,1,3.0,54,1,4440.0
1407,no,travel_rarely,research & development,1,2,life sciences,1981,2,male,2,2, healthcare representative ,single,1,no,12,3,2,0,4,2,2,4,3,1,2.0,24,3,4617.0
1408,no,travel_rarely,research & development,12,2,other,1982,4,male,3,1, laboratory technician ,single,1,no,13,3,3,0,5,6,4,5,2,1,4.0,23,4,2647.0
1409,no,travel_frequently,research & development,11,3,technical degree,1985,4,female,3,2, laboratory technician ,married,1,no,11,3,1,1,10,2,4,10,9,9,4.0,40,3,6323.0
1410,no,travel_rarely,sales,2,2,marketing,1986,2,female,3,2, sales executive ,married,3,no,14,3,3,1,15,4,3,11,8,5,10.0,40,2,5677.0
1411,no,travel_rarely,human resources,2,3,human resources,1987,3,female,3,1, human resources ,unknown,4,no,14,3,3,0,6,3,3,2,0,1,2.0,25,2,2187.0
1412,no,travel_rarely,research & development,1,2,medical,1989,4,male,3,1, laboratory technician ,married,1,no,13,3,3,0,12,6,2,12,8,1,7.0,30,2,3748.0
1413,no,travel_rarely,research & development,2,1,other,1992,4,male,3,1, laboratory technician ,divorced,6,yes,19,3,3,1,7,2,2,2,2,0,2.0,35,3,3977.0
1414,no,travel_rarely,research & development,25,3,medical,1993,1,male,3,3, healthcare representative ,single,2,no,23,4,2,0,25,3,3,17,14,12,11.0,47,3,8633.0
1415,no,non-travel,research & development,1,2,medical,1994,2,male,2,1, laboratory technician ,divorced,1,no,12,3,3,3,1,2,2,1,1,0,0.0,33,3,2008.0
1416,no,travel_rarely,sales,1,4,life sciences,1995,4,male,3,2, sales executive ,married,0,no,15,3,1,2,16,3,3,15,13,5,8.0,38,2,4440.0
1417,no,travel_rarely,sales,2,2,life sciences,1996,1,male,3,1, sales representative ,unknown,0,no,19,3,3,1,3,1,3,2,2,1,3.0,31,3,3067.0
1418,no,travel_frequently,research & development,6,4,life sciences,1997,1,male,2,2, manufacturing director ,married,2,no,11,3,4,1,10,1,3,8,3,7,7.0,38,3,5321.0
1419,no,travel_rarely,research & development,18,4,life sciences,1998,4,male,3,2, research scientist ,divorced,6,yes,17,3,3,1,9,3,2,4,3,1,2.0,42,1,5410.0
1420,no,travel_rarely,research & development,1,3,life sciences,1999,4,male,3,1, research scientist ,married,3,no,22,4,1,1,12,3,3,5,3,1,0.0,41,4,2782.0
1421,no,non-travel,research & development,1,1,medical,2000,3,female,3,3, research director ,married,0,no,18,3,1,2,14,3,1,13,8,5,12.0,47,2,11957.0
1422,no,travel_rarely,research & development,11,4,medical,2003,4,male,3,1, laboratory technician ,married,7,yes,11,3,3,1,5,3,3,2,2,2,2.0,34,3,2660.0
1423,no,travel_rarely,research & development,1,2,life sciences,2007,4,male,3,1, research scientist ,single,0,no,12,3,4,0,4,0,4,3,2,1,2.0,22,2,3375.0
1424,no,travel_rarely,research & development,9,4,medical,2008,2,male,3,2, research scientist ,single,1,no,19,3,2,0,10,5,3,10,7,0,8.0,35,3,5098.0
1425,no,travel_rarely,unknown,15,2,medical,2009,2,female,3,2, healthcare representative ,married,0,yes,13,3,1,1,10,6,3,9,7,8,1.0,33,4,4878.0
1426,no,travel_rarely,research & development,29,4,life sciences,2010,3,female,2,1, laboratory technician ,single,1,no,13,3,3,0,6,3,3,6,2,4,3.0,32,2,2837.0
1427,no,travel_rarely,research & development,1,4,life sciences,2012,1,male,3,1, laboratory technician ,married,8,no,19,3,3,2,8,3,2,1,0,0,0.0,40,4,2406.0
1428,no,travel_rarely,sales,1,4,medical,2013,2,male,2,1, sales representative ,married,0,no,14,3,2,1,3,2,3,2,2,2,2.0,32,2,2269.0
1429,no,travel_rarely,research & development,24,1,life sciences,2014,1,male,3,2, research scientist ,single,7,no,13,3,1,0,18,2,3,7,7,1,7.0,39,4,4108.0
1430,no,travel_rarely,research & development,10,3,medical,2015,2,female,1,3, research director ,married,3,no,12,3,1,1,20,3,3,18,16,1,11.0,38,3,13206.0
1431,no,travel_rarely,sales,1,4,marketing,2016,3,female,3,3, sales executive ,married,1,no,19,3,3,2,14,3,3,14,10,5,7.0,32,4,10422.0
1432,no,travel_rarely,research & development,10,3,life sciences,2017,3,female,4,3, research director ,married,1,yes,25,4,1,1,16,2,3,16,11,6,8.0,37,4,13744.0
1433,no,travel_rarely,sales,8,2,other,2018,1,female,3,2, sales executive ,divorced,0,yes,22,4,2,1,6,3,2,5,3,0,4.0,25,3,4907.0
1434,no,non-travel,sales,29,4,life sciences,2019,1,male,3,1, sales representative ,unknown,2,no,15,3,2,2,16,3,2,9,8,0,0.0,52,4,3482.0
1435,no,travel_rarely,research & development,1,3,medical,2020,2,male,3,1, research scientist ,unknown,6,yes,12,3,3,0,6,2,3,4,3,1,2.0,44,4,2436.0
1436,no,travel_rarely,sales,5,1,medical,2021,3,male,3,1, sales representative ,single,1,yes,11,3,4,0,2,6,3,2,2,1,2.0,21,1,2380.0
1437,no,non-travel,research & development,9,3,life sciences,2022,4,male,3,5, manager ,single,2,no,13,3,3,0,21,3,2,6,0,1,3.0,39,4,19431.0
1438,yes,travel_frequently,sales,9,3,marketing,2023,4,male,3,1, sales representative ,married,1,no,19,3,1,1,1,3,2,1,0,1,0.0,23,1,1790.0
1439,no,travel_rarely,sales,3,3,medical,2024,1,female,2,3, sales executive ,married,0,no,19,3,3,2,10,2,3,9,7,3,4.0,36,4,7644.0
1440,no,travel_frequently,research & development,4,2,life sciences,2025,4,female,3,2, manufacturing director ,divorced,7,no,13,3,2,3,18,3,3,4,2,0,2.0,36,2,5131.0
1441,no,non-travel,research & development,1,4,life sciences,2026,3,male,3,2, healthcare representative ,divorced,1,no,21,4,1,1,13,2,2,13,12,1,9.0,56,3,6306.0
1442,yes,travel_rarely,research & development,1,4,medical,2027,1,male,3,1, research scientist ,married,9,yes,14,3,2,3,4,3,4,2,2,2,3.0,29,4,4787.0
1443,no,travel_rarely,research & development,2,3,life sciences,2031,1,male,3,5, manager ,married,5,no,11,3,1,0,24,2,2,22,6,4,14.0,37,3,18880.0
1444,yes,travel_rarely,research & development,7,2,technical degree,2032,4,male,3,1, laboratory technician ,married,8,no,11,3,4,1,14,4,1,10,9,9,8.0,56,3,2339.0
1445,no,travel_rarely,research & development,28,4,life sciences,2034,1,female,2,4, manufacturing director ,married,0,no,23,4,3,1,21,3,3,20,7,0,3.0,41,2,13570.0
1446,no,travel_rarely,sales,28,3,marketing,2035,4,female,2,2, sales executive ,married,1,no,21,4,4,2,8,2,3,8,7,1,7.0,34,3,6712.0
1447,no,non-travel,sales,15,4,marketing,2036,4,male,1,2, sales executive ,divorced,1,no,24,4,1,1,15,0,2,15,12,11,11.0,36,4,5406.0
1448,no,travel_rarely,sales,3,3,life sciences,2037,3,male,2,2, sales executive ,divorced,2,no,11,3,3,1,14,5,3,5,4,0,4.0,41,2,8938.0
1449,no,travel_rarely,research & development,2,3,technical degree,2038,4,male,3,1, research scientist ,single,1,no,14,3,4,0,4,4,3,4,2,1,2.0,32,1,2439.0
